📊 [1/375] 104.17.167.134（延迟 42ms，带宽 1.30Mbps，评分 73.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [20/375] 91.193.58.223（延迟 39ms，带宽 0.78Mbps，评分 72.3） [舍弃理由: 速度低于阈值50Mbps]
📊 [21/375] 104.17.111.52（延迟 40ms，带宽 0.74Mbps，评分 72.2） [舍弃理由: 速度低于阈值50Mbps]
📊 [22/375] 172.64.229.162（延迟 35ms，带宽 0.73Mbps，评分 72.2） [舍弃理由: 速度低于阈值50Mbps]
📊 [23/375] 104.17.125.134（延迟 37ms，带宽 0.68Mbps，评分 72.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [24/375] 104.17.55.92（延迟 40ms，带宽 0.66Mbps，评分 72.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [25/375] 91.110.182.10（延迟 39ms，带宽 0.61Mbps，评分 71.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [26/375] 91.110.209.103（延迟 39ms，带宽 0.44Mbps，评分 71.3） [舍弃理由: 速度低于阈值50Mbps]
📊 [27/375] 104.17.170.134（延迟 36ms，带宽 0.42Mbps，评分 71.3） [舍弃理由: 速度低于阈值50Mbps]
📊 [28/375] 104.16.243.53（延迟 38ms，带宽 0.36Mbps，评分 71.1） [舍弃理由: 速度低于阈值50Mbps]
📊 [29/375] 104.17.115.172（延迟 38ms，带宽 0.35Mbps，评分 71.1） [舍弃理由: 速度低于阈值50Mbps]
📊 [30/375] 104.17.151.180（延迟 41ms，带宽 0.38Mbps，评分 71.1） [舍弃理由: 速度低于阈值50Mbps]
📊 [31/375] 104.17.167.106（延迟 39ms，带宽 0.35Mbps，评分 71.1） [舍弃理由: 速度低于阈值50Mbps]
📊 [32/375] 104.17.63.162（延迟 35ms，带宽 0.33Mbps，评分 71.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [33/375] 104.16.157.150（延迟 38ms，带宽 0.34Mbps，评分 71.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [34/375] 104.16.203.197（延迟 40ms，带宽 0.33Mbps，评分 71.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [35/375] 104.16.149.194（延迟 38ms，带宽 0.31Mbps，评分 70.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [36/375] 172.64.147.184（延迟 38ms，带宽 0.31Mbps，评分 70.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [37/375] 104.17.217.38（延迟 40ms，带宽 0.31Mbps，评分 70.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [38/375] 198.41.209.209（延迟 38ms，带宽 0.31Mbps，评分 70.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [39/375] 172.66.1.84（延迟 41ms，带宽 0.30Mbps，评分 70.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [40/375] 104.25.248.44（延迟 42ms，带宽 0.31Mbps，评分 70.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [41/375] 104.17.104.50（延迟 42ms，带宽 0.30Mbps，评分 70.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [42/375] 104.18.34.2（延迟 38ms，带宽 0.25Mbps，评分 70.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [43/375] 104.17.119.238（延迟 38ms，带宽 0.27Mbps，评分 70.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [44/375] 172.64.159.79（延迟 43ms，带宽 0.27Mbps，评分 70.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [45/375] 104.17.17.97（延迟 35ms，带宽 0.28Mbps，评分 70.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [46/375] 104.18.38.48（延迟 38ms，带宽 0.26Mbps，评分 70.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [47/375] 104.16.200.84（延迟 35ms，带宽 0.26Mbps，评分 70.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [48/375] 104.16.246.71（延迟 39ms，带宽 0.27Mbps，评分 70.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [49/375] 172.64.145.168（延迟 47ms，带宽 0.23Mbps，评分 70.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [50/375] 104.25.248.123（延迟 37ms，带宽 0.25Mbps，评分 70.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [51/375] 104.17.126.160（延迟 38ms，带宽 0.25Mbps，评分 70.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [52/375] 104.17.144.76（延迟 37ms，带宽 0.23Mbps，评分 70.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [53/375] 172.66.3.186（延迟 39ms，带宽 0.21Mbps，评分 70.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [54/375] 172.64.146.81（延迟 35ms，带宽 0.17Mbps，评分 70.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [55/375] 172.66.0.239（延迟 36ms，带宽 0.13Mbps，评分 70.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [56/375] 104.21.85.114（延迟 37ms，带宽 0.13Mbps，评分 70.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [57/375] 172.64.153.29（延迟 36ms，带宽 0.12Mbps，评分 70.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [58/375] 47.57.181.17（延迟 36ms，带宽 0.10Mbps，评分 70.3） [舍弃理由: 速度低于阈值50Mbps]
📊 [59/375] 104.16.149.177（延迟 80ms，带宽 1.21Mbps，评分 68.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [60/375] 104.16.35.102（延迟 59ms，带宽 1.01Mbps，评分 68.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [61/375] 82.152.91.210（延迟 63ms，带宽 0.71Mbps，评分 67.1） [舍弃理由: 速度低于阈值50Mbps]
📊 [62/375] 104.17.106.107（延迟 80ms，带宽 0.59Mbps，评分 66.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [63/375] 178.128.125.147（延迟 74ms，带宽 0.61Mbps，评分 66.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [64/375] 149.118.131.245（延迟 82ms，带宽 0.56Mbps，评分 66.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [65/375] 138.2.122.191（延迟 99ms，带宽 0.47Mbps，评分 66.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [66/375] 104.17.219.29（延迟 55ms，带宽 0.40Mbps，评分 66.2） [舍弃理由: 速度低于阈值50Mbps]
📊 [67/375] 168.138.46.67（延迟 99ms，带宽 0.36Mbps，评分 66.1） [舍弃理由: 速度低于阈值50Mbps]
📊 [68/375] 172.64.157.135（延迟 58ms，带宽 0.33Mbps，评分 66.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [69/375] 104.17.114.74（延迟 54ms，带宽 0.31Mbps，评分 65.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [70/375] 104.17.99.128（延迟 55ms，带宽 0.28Mbps，评分 65.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [71/375] 151.242.189.137（延迟 94ms，带宽 0.29Mbps，评分 65.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [72/375] 104.16.159.82（延迟 71ms，带宽 0.26Mbps，评分 65.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [73/375] 104.17.122.161（延迟 76ms，带宽 0.26Mbps，评分 65.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [74/375] 104.16.251.9（延迟 61ms，带宽 0.24Mbps，评分 65.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [75/375] 104.16.36.106（延迟 58ms，带宽 0.25Mbps，评分 65.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [76/375] 104.17.118.12（延迟 101ms，带宽 1.33Mbps，评分 64.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [77/375] 198.41.209.248（延迟 143ms，带宽 0.79Mbps，评分 62.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [78/375] 20.235.105.146（延迟 127ms，带宽 0.47Mbps，评分 61.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [79/375] 38.54.4.209（延迟 133ms，带宽 0.42Mbps，评分 61.3） [舍弃理由: 速度低于阈值50Mbps]
📊 [80/375] 142.93.209.210（延迟 111ms，带宽 0.43Mbps，评分 61.3） [舍弃理由: 速度低于阈值50Mbps]
📊 [81/375] 20.235.220.189（延迟 127ms，带宽 0.45Mbps，评分 61.3） [舍弃理由: 速度低于阈值50Mbps]
📊 [82/375] 188.208.110.30（延迟 161ms，带宽 0.39Mbps，评分 61.2） [舍弃理由: 速度低于阈值50Mbps]
📊 [83/375] 209.38.23.235（延迟 175ms，带宽 0.40Mbps，评分 61.2） [舍弃理由: 速度低于阈值50Mbps]
📊 [84/375] 188.164.248.13（延迟 178ms，带宽 0.39Mbps，评分 61.2） [舍弃理由: 速度低于阈值50Mbps]
📊 [85/375] 147.139.189.225（延迟 110ms，带宽 0.37Mbps，评分 61.1） [舍弃理由: 速度低于阈值50Mbps]
📊 [86/375] 64.118.159.219（延迟 148ms，带宽 0.35Mbps，评分 61.1） [舍弃理由: 速度低于阈值50Mbps]
📊 [87/375] 45.147.48.147（延迟 147ms，带宽 0.37Mbps，评分 61.1） [舍弃理由: 速度低于阈值50Mbps]
📊 [88/375] 45.143.130.61（延迟 176ms，带宽 0.38Mbps，评分 61.1） [舍弃理由: 速度低于阈值50Mbps]
📊 [89/375] 20.174.15.226（延迟 144ms，带宽 0.35Mbps，评分 61.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [90/375] 192.9.175.224（延迟 161ms，带宽 0.34Mbps，评分 61.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [91/375] 188.255.156.143（延迟 162ms，带宽 0.33Mbps，评分 61.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [92/375] 38.207.169.105（延迟 165ms，带宽 0.32Mbps，评分 61.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [93/375] 209.38.22.182（延迟 175ms，带宽 0.33Mbps，评分 61.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [94/375] 170.64.163.39（延迟 177ms，带宽 0.32Mbps，评分 61.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [95/375] 209.38.82.114（延迟 174ms，带宽 0.33Mbps，评分 61.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [96/375] 117.18.127.43（延迟 159ms，带宽 0.29Mbps，评分 60.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [97/375] 61.245.10.8（延迟 150ms，带宽 0.29Mbps，评分 60.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [98/375] 143.14.11.61（延迟 163ms，带宽 0.29Mbps，评分 60.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [99/375] 61.245.11.45（延迟 156ms，带宽 0.31Mbps，评分 60.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [100/375] 104.20.53.231（延迟 187ms，带宽 0.29Mbps，评分 60.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [101/375] 152.70.232.72（延迟 199ms，带宽 0.30Mbps，评分 60.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [102/375] 45.150.128.159（延迟 160ms，带宽 0.28Mbps，评分 60.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [103/375] 104.26.12.78（延迟 194ms，带宽 0.27Mbps，评分 60.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [104/375] 104.26.8.187（延迟 194ms，带宽 0.25Mbps，评分 60.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [105/375] 104.20.61.36（延迟 187ms，带宽 0.27Mbps，评分 60.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [106/375] 104.26.10.11（延迟 171ms，带宽 0.27Mbps，评分 60.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [107/375] 104.26.2.152（延迟 194ms，带宽 0.22Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [108/375] 104.26.10.164（延迟 193ms，带宽 0.22Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [109/375] 104.26.5.134（延迟 192ms，带宽 0.23Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [110/375] 104.26.12.96（延迟 195ms，带宽 0.22Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [111/375] 172.67.79.165（延迟 195ms，带宽 0.24Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [112/375] 104.26.5.132（延迟 178ms，带宽 0.25Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [113/375] 188.164.248.65（延迟 175ms，带宽 0.22Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [114/375] 172.67.69.18（延迟 193ms，带宽 0.24Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [115/375] 162.159.42.220（延迟 177ms，带宽 0.24Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [116/375] 65.20.85.14（延迟 187ms，带宽 0.23Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [117/375] 188.190.26.243（延迟 197ms，带宽 0.24Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [118/375] 172.67.73.65（延迟 194ms，带宽 0.22Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [119/375] 172.67.78.137（延迟 193ms，带宽 0.22Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [120/375] 188.164.248.159（延迟 177ms，带宽 0.25Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [121/375] 188.164.248.73（延迟 171ms，带宽 0.23Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [122/375] 104.26.0.175（延迟 194ms，带宽 0.22Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [123/375] 172.67.65.198（延迟 194ms，带宽 0.23Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [124/375] 172.67.66.212（延迟 195ms，带宽 0.22Mbps，评分 60.7） [舍弃理由: 速度低于阈值50Mbps]
📊 [125/375] 104.26.5.1（延迟 196ms，带宽 0.19Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [126/375] 104.26.10.40（延迟 193ms，带宽 0.19Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [127/375] 104.26.8.117（延迟 193ms，带宽 0.18Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [128/375] 104.26.3.162（延迟 194ms，带宽 0.18Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [129/375] 104.26.4.243（延迟 196ms，带宽 0.19Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [130/375] 104.26.6.210（延迟 193ms，带宽 0.19Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [131/375] 104.26.12.173（延迟 176ms，带宽 0.19Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [132/375] 104.26.5.168（延迟 170ms，带宽 0.20Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [133/375] 104.26.4.90（延迟 175ms，带宽 0.21Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [134/375] 104.31.16.158（延迟 184ms，带宽 0.22Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [135/375] 172.67.78.75（延迟 172ms，带宽 0.18Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [136/375] 172.67.67.195（延迟 172ms，带宽 0.19Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [137/375] 104.26.14.160（延迟 192ms，带宽 0.20Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [138/375] 172.67.71.42（延迟 193ms，带宽 0.21Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [139/375] 172.67.78.59（延迟 172ms，带宽 0.20Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [140/375] 47.250.124.22（延迟 197ms，带宽 0.20Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [141/375] 162.159.39.120（延迟 185ms，带宽 0.19Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [142/375] 172.67.73.120（延迟 194ms，带宽 0.22Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [143/375] 172.67.73.227（延迟 175ms，带宽 0.20Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [144/375] 172.67.75.138（延迟 170ms，带宽 0.19Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [145/375] 172.67.75.14（延迟 194ms，带宽 0.18Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [146/375] 172.67.77.115（延迟 194ms，带宽 0.20Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [147/375] 172.67.78.160（延迟 194ms，带宽 0.19Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [148/375] 188.164.248.16（延迟 196ms，带宽 0.21Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [149/375] 188.164.248.115（延迟 191ms，带宽 0.18Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [150/375] 188.164.248.251（延迟 195ms，带宽 0.21Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [151/375] 188.164.248.98（延迟 194ms，带宽 0.21Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [152/375] 104.26.13.157（延迟 181ms，带宽 0.20Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [153/375] 104.26.15.2（延迟 179ms，带宽 0.19Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [154/375] 104.26.2.119（延迟 195ms，带宽 0.20Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [155/375] 104.26.15.227（延迟 176ms，带宽 0.18Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [156/375] 172.67.64.239（延迟 178ms，带宽 0.19Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [157/375] 172.67.68.83（延迟 193ms，带宽 0.20Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [158/375] 172.67.70.88（延迟 194ms，带宽 0.19Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [159/375] 172.67.71.17（延迟 192ms，带宽 0.20Mbps，评分 60.6） [舍弃理由: 速度低于阈值50Mbps]
📊 [160/375] 104.26.5.123（延迟 193ms，带宽 0.17Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [161/375] 172.67.79.92（延迟 194ms，带宽 0.18Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [162/375] 104.26.4.102（延迟 195ms，带宽 0.17Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [163/375] 172.67.77.117（延迟 174ms，带宽 0.17Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [164/375] 198.41.223.99（延迟 200ms，带宽 0.16Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [165/375] 172.67.64.8（延迟 179ms，带宽 0.18Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [166/375] 104.18.223.253（延迟 191ms，带宽 0.17Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [167/375] 172.67.65.187（延迟 193ms，带宽 0.18Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [168/375] 104.18.143.180（延迟 185ms，带宽 0.16Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [169/375] 162.159.24.131（延迟 182ms，带宽 0.17Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [170/375] 173.245.58.234（延迟 188ms，带宽 0.16Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [171/375] 104.19.220.22（延迟 180ms，带宽 0.18Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [172/375] 104.17.69.244（延迟 200ms，带宽 0.16Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [173/375] 172.64.92.192（延迟 199ms，带宽 0.18Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [174/375] 172.67.72.5（延迟 182ms，带宽 0.17Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [175/375] 104.26.14.175（延迟 180ms，带宽 0.17Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [176/375] 172.64.52.127（延迟 200ms，带宽 0.16Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [177/375] 172.64.42.53（延迟 183ms，带宽 0.15Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [178/375] 172.64.52.249（延迟 185ms，带宽 0.16Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [179/375] 173.245.49.194（延迟 192ms，带宽 0.16Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [180/375] 173.245.59.177（延迟 191ms，带宽 0.16Mbps，评分 60.5） [舍弃理由: 速度低于阈值50Mbps]
📊 [181/375] 185.217.110.23（延迟 160ms，带宽 0.12Mbps，评分 60.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [182/375] 104.18.189.153（延迟 200ms，带宽 0.14Mbps，评分 60.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [183/375] 162.159.39.209（延迟 192ms，带宽 0.14Mbps，评分 60.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [184/375] 162.159.45.102（延迟 188ms，带宽 0.13Mbps，评分 60.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [185/375] 172.64.48.226（延迟 180ms，带宽 0.15Mbps，评分 60.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [186/375] 188.164.248.19（延迟 174ms，带宽 0.14Mbps，评分 60.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [187/375] 104.24.43.179（延迟 200ms，带宽 0.15Mbps，评分 60.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [188/375] 172.64.52.33（延迟 186ms，带宽 0.15Mbps，评分 60.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [189/375] 172.64.91.249（延迟 200ms，带宽 0.12Mbps，评分 60.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [190/375] 173.245.59.209（延迟 185ms，带宽 0.13Mbps，评分 60.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [191/375] 173.245.59.68（延迟 200ms，带宽 0.14Mbps，评分 60.4） [舍弃理由: 速度低于阈值50Mbps]
📊 [192/375] 172.64.91.69（延迟 177ms，带宽 0.09Mbps，评分 60.3） [舍弃理由: 速度低于阈值50Mbps]
📊 [193/375] 172.67.73.180（延迟 177ms，带宽 0.10Mbps，评分 60.3） [舍弃理由: 速度低于阈值50Mbps]
📊 [194/375] 188.164.248.59（延迟 194ms，带宽 0.09Mbps，评分 60.3） [舍弃理由: 速度低于阈值50Mbps]
📊 [195/375] 8.39.125.109（延迟 183ms，带宽 0.07Mbps，评分 60.2） [舍弃理由: 速度低于阈值50Mbps]
📊 [196/375] 172.64.53.90（延迟 187ms，带宽 0.08Mbps，评分 60.2） [舍弃理由: 速度低于阈值50Mbps]
📊 [197/375] 176.97.68.17（延迟 250ms，带宽 0.34Mbps，评分 56.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [198/375] 162.159.128.253（延迟 229ms，带宽 0.34Mbps，评分 56.0） [舍弃理由: 速度低于阈值50Mbps]
📊 [199/375] 104.18.107.122（延迟 201ms，带宽 0.29Mbps，评分 55.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [200/375] 185.209.85.248（延迟 202ms，带宽 0.31Mbps，评分 55.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [201/375] 162.159.137.204（延迟 229ms，带宽 0.29Mbps，评分 55.9） [舍弃理由: 速度低于阈值50Mbps]
📊 [202/375] 139.84.139.219（延迟 222ms，带宽 0.26Mbps，评分 55.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [203/375] 45.143.167.131（延迟 237ms，带宽 0.26Mbps，评分 55.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [204/375] 95.85.23.46（延迟 238ms，带宽 0.26Mbps，评分 55.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [205/375] 89.28.236.192（延迟 228ms，带宽 0.27Mbps，评分 55.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [206/375] 92.205.17.56（延迟 217ms，带宽 0.27Mbps，评分 55.8） [舍弃理由: 速度低于阈值50Mbps]
📊 [207/375] 162.159.140.116（延迟 230ms，带宽 0.26Mbps，评分 55.8） [舍弃理由: 速度低于阈值50Mbps]
